hash_bits,mil_tup_per_sec
1,1.57785
2,1.68861
3,2.12769
4,2.28133
5,2.45942
6,2.88008
7,3.291
8,3.97086
9,5.39831
10,8.00746
11,9.81515
12,11.4456
13,10.6878
14,10.8031
15,11.6489
16,10.8002
17,10.0195
18,9.10123
