hash_bits,mil_tup_per_sec
1,1.48528
2,1.60289
3,2.10206
4,2.46457
5,2.8685
6,3.20516
7,3.77043
8,5.27875
9,6.59052
10,11.4613
11,16.6664
12,18.0632
13,18.7903
14,18.3251
15,15.6123
16,12.8056
17,10.1274
18,9.06027
