hash_bits,mil_tup_per_sec
1,6.88777
2,6.89816
3,6.74497
4,6.82397
5,6.76163
6,6.56452
7,6.50573
8,6.4244
9,6.16908
10,5.80763
11,5.26105
12,4.81188
13,4.34483
14,3.6876
15,3.03731
16,2.56174
17,2.22742
18,2.16531
