hash_bits,mil_tup_per_sec
1,6.729
2,6.32359
3,6.77985
4,6.84214
5,7.22139
6,7.08995
7,6.95619
8,7.03238
9,7.00583
10,6.9136
11,6.82325
12,6.63602
13,6.35987
14,6.04128
15,5.6168
16,5.11228
17,4.57204
18,3.91103
