hash_bits,mil_tup_per_sec
1,2.10372
2,2.20265
3,2.40448
4,2.49991
5,2.7756
6,2.90138
7,2.90834
8,3.03432
9,3.09299
10,3.1059
11,3.05874
12,3.00807
13,2.9739
14,2.91632
15,2.81657
16,2.66136
17,2.34474
18,2.14575
