hash_bits,mil_tup_per_sec
1,1.71625
2,1.75057
3,2.0902
4,2.15222
5,2.29253
6,2.65504
7,2.63729
8,3.41893
9,4.2142
10,5.37651
11,5.64154
12,6.14538
13,6.15912
14,6.34341
15,6.18817
16,5.89181
17,5.48744
18,4.97067
