hash_bits,mil_tup_per_sec
1,3.4506
2,3.43298
3,3.64762
4,3.54316
5,3.66449
6,3.5558
7,3.5295
8,3.54526
9,3.52033
10,3.44408
11,3.43351
12,3.30595
13,3.17012
14,3.03533
15,2.86504
16,2.64071
17,2.37792
18,2.13865
