hash_bits,mil_tup_per_sec
1,1.83269
2,1.96716
3,2.15514
4,2.33799
5,2.6737
6,2.99746
7,3.32909
8,3.69665
9,3.85453
10,3.93817
11,3.93359
12,3.83956
13,3.74607
14,3.73057
15,3.78898
16,3.65894
17,3.27999
18,2.98122
