hash_bits,mil_tup_per_sec
1,50.17023
2,49.22853
3,49.96637
4,51.24673
5,49.2835
6,49.9185
7,47.26847
8,44.52247
9,41.12143
10,37.16893
11,32.60023
12,29.0134
13,22.6735
14,21.97757
15,18.41403
16,15.1023
17,12.97487
18,11.55993
