hash_bits,mil_tup_per_sec
1,2.53317
2,2.55732
3,2.6896
4,2.63741
5,2.68695
6,2.63962
7,2.61527
8,2.64681
9,2.62073
10,2.59465
11,2.57923
12,2.52551
13,2.47023
14,2.3762
15,2.29005
16,2.11091
17,1.86149
18,1.65475
