hash_bits,mil_tup_per_sec
1,1.75707
2,1.8706
3,2.22331
4,2.45939
5,2.7851
6,3.18362
7,3.5956
8,3.9965
9,4.15478
10,4.28594
11,4.27643
12,4.05762
13,3.9443
14,3.93722
15,3.93271
16,3.65908
17,3.29472
18,2.9126
