hash_bits,mil_tup_per_sec
1,3.38141
2,3.39616
3,3.62392
4,3.56749
5,3.65433
6,3.56002
7,3.51771
8,3.54663
9,3.46133
10,3.44238
11,3.41844
12,3.315
13,3.18789
14,3.06459
15,2.89565
16,2.68412
17,2.43187
18,2.16796
