hash_bits,mil_tup_per_sec
1,2.06255
2,2.17295
3,2.56888
4,2.65003
5,2.83695
6,2.83221
7,2.91691
8,3.35745
9,3.90925
10,4.32744
11,4.52318
12,4.457
13,4.46426
14,4.39925
15,4.25198
16,3.8975
17,3.39925
18,3.01602
