hash_bits,mil_tup_per_sec
1,1.4824
2,1.60887
3,2.14075
4,2.47074
5,2.92487
6,3.2062
7,3.85294
8,5.19744
9,6.68096
10,11.22497
11,17.05877
12,17.98817
13,19.2854
14,19.81563
15,17.74527
16,14.49227
17,13.1035
18,10.85582
