hash_bits,mil_tup_per_sec
1,6.94521
2,6.97745
3,6.79961
4,6.91738
5,6.81828
6,6.64824
7,6.5555
8,6.48436
9,6.23863
10,5.89874
11,5.43044
12,4.92909
13,4.39019
14,3.72819
15,3.07609
16,2.57731
17,2.25496
18,2.18679
