hash_bits,mil_tup_per_sec
1,1.58104
2,1.70888
3,2.13516
4,2.38735
5,2.52446
6,2.80933
7,3.29097
8,4.03107
9,5.63511
10,8.70146
11,10.09586
12,11.54197
13,11.19217
14,11.65497
15,11.7354
16,11.2719
17,10.479
18,9.45363
