hash_bits,mil_tup_per_sec
1,6.9787
2,6.76486
3,6.98621
4,7.19572
5,7.21803
6,7.03898
7,6.87526
8,6.99278
9,6.96161
10,6.80127
11,6.62594
12,6.38149
13,5.9724
14,5.54146
15,5.05071
16,4.52431
17,3.87826
18,3.26216
