hash_bits,mil_tup_per_sec
1,3.37221
2,3.39903
3,3.61065
4,3.53117
5,3.64654
6,3.56098
7,3.51331
8,3.42334
9,3.49235
10,3.4467
11,3.41145
12,3.32656
13,3.19308
14,3.07854
15,2.91088
16,2.67979
17,2.44353
18,2.18107
