hash_bits,mil_tup_per_sec
1,3.40196
2,3.47405
3,3.45067
4,3.47658
5,3.5984
6,3.43346
7,3.49699
8,3.48889
9,3.48107
10,3.42425
11,3.35952
12,3.25283
13,3.06782
14,2.96175
15,2.72206
16,2.40708
17,2.188
18,1.88814
