hash_bits,mil_tup_per_sec
1,1.55031
2,1.67052
3,2.00439
4,2.24906
5,2.51814
6,2.63155
7,2.88093
8,3.04602
9,3.16168
10,3.25088
11,3.40561
12,3.27911
13,3.16598
14,3.15815
15,3.12115
16,3.03698
17,2.75927
18,2.57113
