hash_bits,mil_tup_per_sec
1,1.54643
2,1.69743
3,2.45752
4,2.90414
5,3.83937
6,4.16046
7,5.27579
8,6.90603
9,8.95212
10,12.6079
11,14.5802
12,15.8976
13,16.0951
14,16.3844
15,15.2942
16,12.2539
17,9.39619
18,9.50036
