hash_bits,mil_tup_per_sec
1,1.65014
2,1.80271
3,2.24481
4,2.57821
5,3.02046
6,3.39614
7,3.92915
8,4.44365
9,4.95395
10,5.17216
11,5.79776
12,5.79811
13,5.95295
14,6.10225
15,6.10134
16,5.77624
17,5.28782
18,4.8953
