hash_bits,mil_tup_per_sec
1,1.60639
2,1.76749
3,2.36442
4,2.81202
5,3.47409
6,3.84169
7,4.61061
8,5.94084
9,6.89652
10,8.08969
11,10.3634
12,10.3935
13,10.7375
14,11.1911
15,11.156
16,10.1145
17,8.73418
18,7.18857
