hash_bits,mil_tup_per_sec
1,2.56145
2,2.49028
3,2.71681
4,2.65201
5,2.70289
6,2.66095
7,2.62707
8,2.65917
9,2.63615
10,2.53093
11,2.58594
12,2.53636
13,2.47867
14,2.40681
15,2.29574
16,2.09908
17,1.88635
18,1.65921
