,key,count,percentage
0,cycles,270821468420,50.06
1,instructions,248689671205,60.05
2,L1-icache-load-misses,386327286,60.02
3,L1-dcache-load-misses,1205267909,60.02
4,LLC-load-misses,131411118,60.03
5,cache-misses,445751445,60.04
6,uops_retired.stall_cycles,168671675442,40.03
7,branch-misses,1234553051,40.06
8,iTLB-load-misses,2180673,40.05
9,dTLB-load-misses,52338741,40.05
10,context-switches,975,
