hash_bits,mil_tup_per_sec
1,1.66177
2,1.72235
3,2.02598
4,2.12897
5,2.30084
6,2.33563
7,2.40808
8,2.73082
9,3.0921
10,3.34778
11,3.29197
12,3.24014
13,3.29735
14,3.16881
15,3.12982
16,2.98322
17,2.80667
18,2.46675
