hash_bits,mil_tup_per_sec
1,6.82197
2,6.22891
3,6.97334
4,7.04174
5,7.59197
6,7.31192
7,7.18837
8,7.27372
9,7.2397
10,7.13228
11,7.05035
12,6.84212
13,6.56712
14,6.22236
15,5.72171
16,5.14269
17,4.5313
18,3.60528
