hash_bits,mil_tup_per_sec
1,2.03928
2,2.20652
3,2.37093
4,2.61767
5,2.83085
6,2.88147
7,2.95441
8,3.07479
9,3.06925
10,3.15056
11,3.07016
12,3.01713
13,3.00998
14,2.87066
15,2.78658
16,2.66322
17,2.37133
18,2.14038
