hash_bits,mil_tup_per_sec
1,6.67677
2,6.57219
3,6.77138
4,6.77465
5,6.62776
6,6.46584
7,6.40448
8,6.3391
9,6.15982
10,5.9963
11,5.69654
12,5.21296
13,4.6953
14,4.11331
15,3.54677
16,2.89291
17,2.42003
18,2.10503
