,key,count,percentage
0,cycles,317518331207,50.12
1,instructions,280688534409,60.07
2,L1-icache-load-misses,467822641,60.04
3,L1-dcache-load-misses,1319052225,60.03
4,LLC-load-misses,228229544,60.03
5,cache-misses,544863434,60.05
6,uops_retired.stall_cycles,202894042966,40.05
7,branch-misses,1426983805,40.12
8,iTLB-load-misses,2889687,40.13
9,dTLB-load-misses,78219315,40.12
10,context-switches,59609,
