hash_bits, mil_tup_per_sec
1,6.241
2,6.898
3,7.281
4,7.281
5,7.71
6,8.192
7,8.192
8,8.192
9,8.192
10,6.241
11,7.281
12,6.898
13,6.553
14,6.553
15,5.957
16,5.041
17,4.519
18,3.855
