hash_bits, mil_tup_per_sec
1,6.241
2,6.553
3,6.898
4,7.281
5,7.71
6,8.192
7,8.738
8,8.192
9,8.192
10,8.192
11,7.71
12,7.71
13,7.281
14,6.553
15,6.241
16,5.698
17,4.854
18,3.971
