hash_bits, mil_tup_per_sec
1,6.241
2,6.553
3,6.241
4,6.241
5,5.957
6,5.957
7,6.241
8,5.957
9,5.957
10,5.957
11,5.957
12,5.698
13,5.041
14,5.242
15,4.854
16,4.854
17,4.096
18,3.542
