hash_bits, mil_tup_per_sec
1,2.259
2,2.34
3,2.34
4,2.299
5,2.299
6,2.383
7,2.473
8,2.427
9,2.383
10,2.473
11,2.473
12,2.473
13,2.52
14,2.427
15,2.299
16,2.259
17,2.08
18,2.048
