hash_bits,mil_tup_per_sec
1,6.64378
2,6.29695
3,6.61962
4,6.62594
5,6.92778
6,7.00822
7,6.99563
8,7.00385
9,6.96648
10,6.89975
11,6.8196
12,6.58186
13,6.30623
14,5.9741
15,5.50302
16,5.02708
17,4.20329
18,3.78174
