hash_bits,mil_tup_per_sec
1,1.28125
2,1.72986
3,2.16497
4,2.53307
5,3.03968
6,3.43298
7,3.9907
8,5.21364
9,7.61314
10,10.62435
11,15.4153
12,16.35525
13,19.7399
14,21.1179
15,19.70645
16,19.85945
17,19.42815
18,18.5071
