hash_bits,mil_tup_per_sec
1,1.45819
2,1.78184
3,2.22663
4,2.40657
5,2.6775
6,3.09564
7,3.5014
8,4.32389
9,5.81894
10,7.72076
11,9.01935
12,9.96945
13,10.5277
14,10.8507
15,10.97085
16,10.6956
17,10.3912
18,9.55811
