hash_bits,mil_tup_per_sec
1,88.9764
2,103.78215
3,108.17235
4,108.5454
5,98.1839
6,98.16625
7,94.9165
8,98.27035
9,88.1732
10,72.6307
11,62.30995
12,58.76255
13,50.3081
14,48.56085
15,41.39135
16,37.4671
17,35.2168
18,32.8186
