hash_bits,mil_tup_per_sec
1,1.16422
2,1.56056
3,2.03918
4,2.46628
5,3.08034
6,3.5476
7,4.67228
8,6.40498
9,9.03286
10,16.84035
11,28.66735
12,32.55485
13,35.5363
14,40.691
15,36.17785
16,32.60855
17,30.2852
18,27.4622
