hash_bits,mil_tup_per_sec
1,1.6306
2,1.8874
3,2.18546
4,2.28222
5,2.36744
6,2.51812
7,2.83565
8,3.70886
9,4.22208
10,5.37254
11,5.73244
12,5.681
13,5.70412
14,5.62615
15,5.51814
16,5.04636
17,5.00752
18,4.72599
