hash_bits,mil_tup_per_sec
1,26.6192
2,25.7826
3,26.66105
4,27.2343
5,27.49235
6,27.0166
7,27.0176
8,26.9841
9,27.55355
10,26.84695
11,26.0603
12,25.42905
13,23.1253
14,21.25765
15,18.9573
16,15.7036
17,12.13945
18,10.6016
